Year,Date,Stage,Course,Distance,Type,Winner
1983,1983-07-03,2,Soissons to Fontaine-au-Pire,100 km (62 mi),Team time trial,COOP–Mercier–Mavic
1983,1983-07-04,3,Valenciennes to Roubaix,152 km (94 mi),Hilly stage,Rudy Matthijs (BEL)
1983,1983-07-05,4,Roubaix to Le Havre,300 km (190 mi),Plain stage,Serge Demierre (SUI)
1983,1983-07-06,5,Le Havre to Le Mans,257 km (160 mi),Plain stage,Dominique Gaigne (FRA)
1983,1983-07-07,6,Châteaubriant to Nantes,58 km (36 mi),Individual time trial,Bert Oosterbosch (NED)
1983,1983-07-08,7,Nantes to Île d'Oléron,216 km (134 mi),Plain stage,Riccardo Magrini (ITA)
1983,1983-07-09,8,La Rochelle to Bordeaux,222 km (138 mi),Plain stage,Bert Oosterbosch (NED)
1983,1983-07-10,9,Bordeaux to Pau,207 km (129 mi),Plain stage,Philippe Chevallier (FRA)
1983,1983-07-11,10,Pau to Bagnères-de-Luchon,201 km (125 mi),Stage with mountain(s),Robert Millar (GBR)
1983,1983-07-12,11,Bagnères-de-Luchon to Fleurance,177 km (110 mi),Plain stage,Régis Clère (FRA)
1983,1983-07-13,12,Fleurance to Roquefort-sur-Soulzon,261 km (162 mi),Plain stage,Kim Andersen (DEN)
1983,1983-07-14,13,Roquefort-sur-Soulzon to Aurillac,210 km (130 mi),Hilly stage,Henk Lubberding (NED)
1983,1983-07-15,14,Aurillac to Issoire,149 km (93 mi),Hilly stage,Pierre Le Bigaut (FRA)
1983,1983-07-16,15,Clermont-Ferrand to Puy-de-Dôme,16 km (9.9 mi),Individual time trial,Ángel Arroyo (ESP)
1983,1983-07-17,16,Issoire to Saint-Étienne,144 km (89 mi),Hilly stage,Michel Laurent (FRA)
1983,1983-07-18,17,La Tour-du-Pin to Alpe d'Huez,223 km (139 mi),Stage with mountain(s),Peter Winnen (NED)
1983,1983-07-20,18,Le Bourg-d'Oisans to Morzine,247 km (153 mi),Stage with mountain(s),Jacques Michaud (FRA)
1983,1983-07-21,19,Morzine to Avoriaz,15 km (9.3 mi),Individual time trial,Lucien Van Impe (BEL)
1983,1983-07-22,20,Morzine to Dijon,291 km (181 mi),Plain stage,Philippe Leleu (FRA)
1983,1983-07-23,21,Dijon,50 km (31 mi),Individual time trial,Laurent Fignon (FRA)
1983,1983-07-24,22,Alfortville to Paris (Champs-Élysées),195 km (121 mi),Plain stage,Gilbert Glaus (SUI)
1984,1984-06-29,P,Montreuil to Noisy-le-Sec,5 km (3.1 mi),Individual time trial,Bernard Hinault (FRA)
1984,1984-06-30,1,Bondy to Saint-Denis,149 km (93 mi),Plain stage,Frank Hoste (BEL)
1984,1984-07-01,2,Bobigny to Louvroil,249 km (155 mi),Plain stage,Marc Madiot (FRA)
1984,1984-07-02,3,Louvroil to Valenciennes,51 km (32 mi),Team time trial,Renault–Elf
1984,1984-07-02,4,Valenciennes to Béthune,83 km (52 mi),Plain stage,Ferdi Van Den Haute (BEL)
1984,1984-07-03,5,Béthune to Cergy-Pontoise,207 km (129 mi),Plain stage,Paulo Ferreira (POR)
1984,1984-07-04,6,Cergy-Pontoise to Alençon,202 km (126 mi),Plain stage,Frank Hoste (BEL)
1984,1984-07-05,7,Alençon to Le Mans,67 km (42 mi),Individual time trial,Laurent Fignon (FRA)
1984,1984-07-06,8,Le Mans to Nantes,192 km (119 mi),Plain stage,Pascal Jules (FRA)
1984,1984-07-07,9,Nantes to Bordeaux,338 km (210 mi),Plain stage,Jan Raas (NED)
1984,1984-07-08,10,Langon to Pau,198 km (123 mi),Plain stage,Eric Vanderaerden (BEL)
1984,1984-07-09,11,Pau to Guzet-Neige,227 km (141 mi),Stage with mountain(s),Robert Millar (GBR)
1984,1984-07-10,12,Saint-Girons to Blagnac,111 km (69 mi),Plain stage,Pascal Poisson (FRA)
1984,1984-07-11,13,Blagnac to Rodez,220 km (140 mi),Plain stage,Pierre-Henri Menthéour (FRA)
1984,1984-07-12,14,Rodez to Domaine du Rouret,228 km (142 mi),Hilly stage,Fons De Wolf (BEL)
1984,1984-07-13,15,Domaine du Rouret to Grenoble,241 km (150 mi),Hilly stage,Frédéric Vichot (FRA)
1984,1984-07-15,16,Les Échelles to La Ruchère,22 km (14 mi),Individual time trial,Laurent Fignon (FRA)
1984,1984-07-16,17,Grenoble to Alpe d'Huez,151 km (94 mi),Stage with mountain(s),Luis Herrera (COL)
1984,1984-07-17,18,Le Bourg-d'Oisans to La Plagne,185 km (115 mi),Stage with mountain(s),Laurent Fignon (FRA)
1984,1984-07-18,19,La Plagne to Morzine,186 km (116 mi),Stage with mountain(s),Ángel Arroyo (ESP)
1984,1984-07-19,20,Morzine to Crans-Montana (Switzerland),141 km (88 mi),Stage with mountain(s),Laurent Fignon (FRA)
1984,1984-07-20,21,Crans-Montana (Switzerland) to Villefranche-sur-Saône,320 km (200 mi),Hilly stage,Frank Hoste (BEL)
1984,1984-07-21,22,Villié-Morgon to Villefranche-sur-Saône,51 km (32 mi),Individual time trial,Laurent Fignon (FRA)
1984,1984-07-22,23,Pantin to Paris (Champs-Élysées),197 km (122 mi),Hilly stage,Eric Vanderaerden (BEL)
1985,1985-06-28,P,Plumelec,6 km (3.7 mi),Individual time trial,Bernard Hinault (FRA)
1985,1985-06-29,1,Vannes to Lanester,256 km (159 mi),Plain stage,Rudy Matthijs (BEL)
1985,1985-06-30,2,Lorient to Vitre,242 km (150 mi),Plain stage,Rudy Matthijs (BEL)
1985,1985-07-01,3,Vitre to Fougères,73 km (45 mi),Team time trial,La Vie Claire
1985,1985-07-02,4,Fougères to Pont-Audemer,239 km (149 mi),Plain stage,Gerrit Solleveld (NED)
1985,1985-07-03,5,Neufchâtel-en-Bray to Roubaix,224 km (139 mi),Plain stage with cobblestones,Henri Manders (NED)
1985,1985-07-04,6,Roubaix to Reims,222 km (138 mi),Plain stage,Francis Castaing (FRA)
1985,1985-07-05,7,Reims to Nancy,217 km (135 mi),Plain stage,Ludwig Wijnants (BEL)
1985,1985-07-06,8,Sarrebourg to Strasbourg,75 km (47 mi),Individual time trial,Bernard Hinault (FRA)
1985,1985-07-07,9,Strasbourg to Épinal,174 km (108 mi),Hilly stage,Maarten Ducrot (NED)
1985,1985-07-08,10,Épinal to Pontarlier,204 km (127 mi),Hilly stage,Jørgen V. Pedersen (DEN)
1985,1985-07-09,11,Pontarlier to Morzine Avoriaz,195 km (121 mi),Stage with mountain(s),Luis Herrera (COL)
1985,1985-07-10,12,Morzine Avoriaz to Lans-en-Vercors,269 km (167 mi),Stage with mountain(s),Fabio Parra (COL)
1985,1985-07-11,13,Villard-de-Lans,32 km (20 mi),Individual time trial,Eric Vanderaerden (BEL)
1985,1985-07-13,14,Autrans to Saint-Étienne,179 km (111 mi),Hilly stage,Luis Herrera (COL)
1985,1985-07-14,15,Saint-Étienne to Aurillac,238 km (148 mi),Plain stage,Eduardo Chozas (ESP)
1985,1985-07-15,16,Aurillac to Toulouse,247 km (153 mi),Plain stage,Frédéric Vichot (FRA)
1985,1985-07-16,17,Toulouse to Luz Ardiden,209 km (130 mi),Stage with mountain(s),Pedro Delgado (ESP)
1985,1985-07-17,18a,Luz-Saint-Sauveur to Aubisque,53 km (33 mi),Stage with mountain(s),Stephen Roche (IRE)
1985,1985-07-17,18b,Laruns to Pau,83 km (52 mi),Stage with mountain(s),Régis Simon (FRA)
1985,1985-07-18,19,Pau to Bordeaux,203 km (126 mi),Plain stage,Eric Vanderaerden (BEL)
1985,1985-07-19,20,Montpon-Ménestérol to Limoges,225 km (140 mi),Plain stage,Johan Lammerts (NED)
1985,1985-07-20,21,Lac de Vassivière,46 km (29 mi),Individual time trial,Greg LeMond (USA)
1985,1985-07-21,22,Orléans to Paris (Champs-Élysées),196 km (122 mi),Plain stage,Rudy Matthijs (BEL)
1986,1986-07-04,P,Boulogne-Billancourt,4.6 km (2.9 mi),Individual time trial,Thierry Marie (FRA)
1986,1986-07-05,1,Nanterre to Sceaux,85 km (52.8 mi),Plain stage,Pol Verschuere (BEL)
1986,1986-07-05,2,Meudon to Saint-Quentin-en-Yvelines,56 km (34.8 mi),Team time trial,Système U
1986,1986-07-06,3,Levallois-Perret to Liévin,214 km (133.0 mi),Plain stage,Davis Phinney (USA)
1986,1986-07-07,4,Liévin to Évreux,243 km (151.0 mi),Plain stage,Pello Ruiz Cabestany (ESP)
1986,1986-07-08,5,Évreux to Villers-sur-Mer,124.5 km (77.4 mi),Plain stage,Johan van der Velde (NED)
1986,1986-07-09,6,Villers-sur-Mer to Cherbourg,200 km (124.3 mi),Plain stage,Guido Bontempi (ITA)
1986,1986-07-10,7,Cherbourg to Saint-Hilaire-du-Harcouët,201 km (124.9 mi),Plain stage,Ludo Peeters (BEL)
1986,1986-07-11,8,Saint-Hilaire-du-Harcouët to Nantes,204 km (126.8 mi),Plain stage,Eddy Planckaert (BEL)
1986,1986-07-12,9,Nantes,61.5 km (38.2 mi),Individual time trial,Bernard Hinault (FRA)
1986,1986-07-13,10,Nantes to Futuroscope,183 km (113.7 mi),Plain stage,José Ángel Sarrapio (ESP)
1986,1986-07-14,11,Futuroscope to Bordeaux,258.3 km (160.5 mi),Plain stage,Rudy Dhaenens (BEL)
1986,1986-07-15,12,Bayonne to Pau,217.5 km (135.1 mi),Stage with mountain(s),Pedro Delgado (ESP)
1986,1986-07-16,13,Pau to Superbagnères,186 km (115.6 mi),Stage with mountain(s),Greg LeMond (USA)
1986,1986-07-17,14,Superbagnères to Blagnac,154 km (95.7 mi),Plain stage,Niki Rüttimann (SUI)
1986,1986-07-18,15,Carcassonne to Nîmes,225.5 km (140.1 mi),Plain stage,Frank Hoste (BEL)
1986,1986-07-19,16,Nîmes to Gap,246.5 km (153.2 mi),Plain stage,Jean-François Bernard (FRA)
1986,1986-07-20,17,Gap to Serre Chevalier,190 km (118.1 mi),Stage with mountain(s),Eduardo Chozas (ESP)
1986,1986-07-21,18,Briançon to Alpe d'Huez,162.5 km (101.0 mi),Stage with mountain(s),Bernard Hinault (FRA)
1986,1986-07-23,19,Villard-de-Lans to Saint-Étienne,179.5 km (111.5 mi),Plain stage,Julián Gorospe (ESP)
1986,1986-07-24,20,Saint-Étienne,58 km (36.0 mi),Individual time trial,Bernard Hinault (FRA)
1986,1986-07-25,21,Saint-Étienne to Puy de Dôme,190 km (118.1 mi),Plain stage,Erich Mächler (SUI)
1986,1986-07-26,22,Clermont-Ferrand to Nevers,194 km (120.5 mi),Plain stage,Guido Bontempi (ITA)
1986,1986-07-27,23,Cosne-sur-Loire to Paris (Champs-Élysées),255 km (158.4 mi),Plain stage,Guido Bontempi (ITA)
1987,1987-07-01,P,West Berlin (West Germany),6 km (3.7 mi),Individual time trial,Jelle Nijdam (NED)
1987,1987-07-02,1,West Berlin (West Germany),105 km (65 mi),Plain stage,Nico Verhoeven (NED)
1987,1987-07-02,2,West Berlin (West Germany),41 km (25 mi),Team time trial,Carrera Jeans–Vagabond
1987,1987-07-04,3,Karlsruhe (West Germany) to Stuttgart (West Germany),219 km (136 mi),Plain stage,Acácio da Silva (POR)
1987,1987-07-05,4,Stuttgart (West Germany) to Pforzheim (West Germany),79 km (49 mi),Plain stage,Herman Frison (BEL)
1987,1987-07-05,5,Pforzheim (West Germany) to Strasbourg,112 km (70 mi),Plain stage,Marc Sergeant (BEL)
1987,1987-07-06,6,Strasbourg to Épinal,169 km (105 mi),Plain stage,Christophe Lavainne (FRA)
1987,1987-07-07,7,Épinal to Troyes,211 km (131 mi),Plain stage,Manuel Jorge Domínguez (ESP)[16]
1987,1987-07-08,8,Troyes to Épinay-sous-Sénart,206 km (128 mi),Plain stage,Jean-Paul van Poppel (NED)
1987,1987-07-09,9,Orléans to Renazé,260 km (160 mi),Plain stage,Adri van der Poel (NED)
1987,1987-07-10,10,Saumur to Futuroscope,87 km (54 mi),Individual time trial,Stephen Roche (IRE)
1987,1987-07-11,11,Poitiers to Chaumeil,206 km (128 mi),Hilly stage,Martial Gayant (FRA)
1987,1987-07-12,12,Brive to Bordeaux,228 km (142 mi),Plain stage,Davis Phinney (USA)
1987,1987-07-13,13,Bayonne to Pau,219 km (136 mi),Stage with mountain(s),Erik Breukink (NED)
1987,1987-07-14,14,Pau to Luz Ardiden,166 km (103 mi),Stage with mountain(s),Dag Otto Lauritzen (NOR)
1987,1987-07-15,15,Tarbes to Blagnac,164 km (102 mi),Plain stage,Rolf Gölz (FRG)
1987,1987-07-16,16,Blagnac to Millau,216 km (134 mi),Hilly stage,Régis Clère (FRA)
1987,1987-07-17,17,Millau to Avignon,239 km (149 mi),Hilly stage,Jean-Paul van Poppel (NED)
1987,1987-07-19,18,Carpentras to Mont Ventoux,37 km (23 mi),Mountain time trial,Jean-François Bernard (FRA)
1987,1987-07-20,19,Valréas to Villard-de-Lans,185 km (115 mi),Stage with mountain(s),Pedro Delgado (ESP)
1987,1987-07-21,20,Villard-de-Lans to Alpe d'Huez,201 km (125 mi),Stage with mountain(s),Federico Echave (ESP)
1987,1987-07-22,21,Le Bourg-d'Oisans to La Plagne,185 km (115 mi),Stage with mountain(s),Laurent Fignon (FRA)
1987,1987-07-23,22,La Plagne to Morzine,186 km (116 mi),Stage with mountain(s),Eduardo Chozas (ESP)
1987,1987-07-24,23,Saint-Julien-en-Genevois to Dijon,225 km (140 mi),Plain stage,Régis Clère (FRA)
1987,1987-07-25,24,Dijon,38 km (24 mi),Individual time trial,Jean-François Bernard (FRA)
1987,1987-07-26,25,Créteil to Paris (Champs-Élysées),192 km (119 mi),Plain stage,Jeff Pierce (USA)
1988,1988-07-03,P,Pornichet to La Baule,1 km (0.62 mi),Individual time trial,Guido Bontempi (ITA)
1988,1988-07-04,1,Pontchâteau to Machecoul,92 km (57 mi),Plain stage,Steve Bauer (CAN)
1988,1988-07-04,2,La Haie-Fouassière to Ancenis,48 km (30 mi),Team time trial,Panasonic–Isostar–Colnago–Agu
1988,1988-07-05,3,Nantes to Le Mans,213 km (132 mi),Plain stage,Jean-Paul van Poppel (NED)
1988,1988-07-06,4,Le Mans to Évreux,158 km (98 mi),Plain stage,Acácio da Silva (POR)
1988,1988-07-07,5,Neufchâtel-en-Bray to Liévin,148 km (92 mi),Plain stage,Jelle Nijdam (NED)
1988,1988-07-08,6,Liévin to Wasquehal,52 km (32 mi),Individual time trial,Sean Yates (GBR)
1988,1988-07-09,7,Wasquehal to Reims,225 km (140 mi),Plain stage,Valerio Tebaldi (ITA)
1988,1988-07-10,8,Reims to Nancy,219 km (136 mi),Plain stage,Rolf Gölz (FRG)
1988,1988-07-11,9,Nancy to Strasbourg,161 km (100 mi),Hilly stage,Jérôme Simon (FRA)
1988,1988-07-12,10,Belfort to Besançon,149 km (93 mi),Hilly stage,Jean-Paul van Poppel (NED)
1988,1988-07-13,11,Besançon to Morzine,232 km (144 mi),Stage with mountain(s),Fabio Parra (COL)
1988,1988-07-14,12,Morzine to Alpe d'Huez,227 km (141 mi),Stage with mountain(s),Steven Rooks (NED)
1988,1988-07-15,13,Grenoble to Villard-de-Lans,38 km (24 mi),Mountain time trial,Pedro Delgado (ESP)
1988,1988-07-17,14,Blagnac to Guzet-Neige,163 km (101 mi),Stage with mountain(s),Massimo Ghirotto (ITA)
1988,1988-07-18,15,Saint-Girons to Luz Ardiden,187 km (116 mi),Stage with mountain(s),Laudelino Cubino (ESP)
1988,1988-07-19,16,Luz Ardiden to Pau,35 km (22 mi),Plain stage,Adri van der Poel (NED)
1988,1988-07-19,17,Pau to Bordeaux,198 km (123 mi),Plain stage,Jean-Paul van Poppel (NED)
1988,1988-07-20,18,Ruelle-sur-Touvre to Limoges,94 km (58 mi),Plain stage,Gianni Bugno (ITA)
1988,1988-07-21,19,Limoges to Puy-de-Dôme,188 km (117 mi),Hilly stage,Johnny Weltz (DEN)
1988,1988-07-22,20,Clermont-Ferrand to Chalon-sur-Saône,223 km (139 mi),Plain stage,Thierry Marie (FRA)
1988,1988-07-23,21,Santenay,46 km (29 mi),Individual time trial,Juan Martinéz (ESP)
1988,1988-07-24,22,Nemours to Paris (Champs-Élysées),173 km (107 mi),Plain stage,Jean-Paul van Poppel (NED)
1989,1989-07-01,P,Luxembourg City (Luxembourg),7.8 km (4.8 mi),Individual time trial,Erik Breukink (NED)
1989,1989-07-02,1,Luxembourg City (Luxembourg),135.5 km (84.2 mi),Plain stage,Acácio da Silva (POR)
1989,1989-07-02,2,Luxembourg City (Luxembourg),46 km (29 mi),Team time trial,Super U–Raleigh–Fiat
1989,1989-07-03,3,Luxembourg City (Luxembourg) to Spa (Belgium),241 km (150 mi),Plain stage,Raúl Alcalá (MEX)
1989,1989-07-04,4,Liège (Belgium) to Wasquehal,255 km (158 mi),Plain stage,Jelle Nijdam (NED)
1989,1989-07-06,5,Dinard to Rennes,73 km (45 mi),Individual time trial,Greg LeMond (USA)
1989,1989-07-07,6,Rennes to Futuroscope,259 km (161 mi),Plain stage,Joël Pelier (FRA)
1989,1989-07-08,7,Poitiers to Bordeaux,258.5 km (160.6 mi),Plain stage,Etienne De Wilde (BEL)
1989,1989-07-09,8,Labastide-d'Armagnac to Pau,157 km (98 mi),Plain stage,Martin Earley (IRE)
1989,1989-07-10,9,Pau to Cauterets,147 km (91 mi),Stage with mountain(s),Miguel Induráin (ESP)
1989,1989-07-11,10,Cauterets to Superbagnères,136 km (85 mi),Stage with mountain(s),Robert Millar (GBR)
1989,1989-07-12,11,Luchon to Blagnac,158.5 km (98.5 mi),Stage with mountain(s),Mathieu Hermans (NED)
1989,1989-07-13,12,Toulouse to Montpellier,242 km (150 mi),Plain stage,Valerio Tebaldi (ITA)
1989,1989-07-14,13,Montpellier to Marseille,179 km (111 mi),Plain stage,Vincent Barteau (FRA)
1989,1989-07-15,14,Marseille to Gap,238 km (148 mi),Stage with mountain(s),Jelle Nijdam (NED)
1989,1989-07-16,15,Gap to Orcières-Merlette,39 km (24 mi),Mountain time trial,Steven Rooks (NED)
1989,1989-07-18,16,Gap to Briançon,175 km (109 mi),Stage with mountain(s),Pascal Richard (SUI)
1989,1989-07-19,17,Briançon to Alpe d'Huez,165 km (103 mi),Stage with mountain(s),Gert-Jan Theunisse (NED)
1989,1989-07-20,18,Le Bourg-d'Oisans to Villard-de-Lans,91.5 km (56.9 mi),Stage with mountain(s),Laurent Fignon (FRA)
1989,1989-07-21,19,Villard-de-Lans to Aix-les-Bains,125 km (78 mi),Stage with mountain(s),Greg LeMond (USA)
1989,1989-07-22,20,Aix-les-Bains to L'Isle-d'Abeau,130 km (81 mi),Plain stage,Giovanni Fidanza (ITA)
1989,1989-07-23,21,Versailles to Paris (Champs-Élysées),24.5 km (15.2 mi),Individual time trial,Greg LeMond (USA)
1990,1990-06-30,P,Futuroscope,6.3 km (3.9 mi),Individual time trial,Thierry Marie (FRA)
1990,1990-07-01,1,Futuroscope,138.5 km (86.1 mi),Plain stage,Frans Maassen (NED)
1990,1990-07-01,2,Futuroscope,44.5 km (27.7 mi),Team time trial,Panasonic–Sportlife
1990,1990-07-02,3,Poitiers to Nantes,233.0 km (144.8 mi),Plain stage,Moreno Argentin (ITA)
1990,1990-07-03,4,Nantes to Mont Saint-Michel,203.0 km (126.1 mi),Plain stage,Johan Museeuw (BEL)
1990,1990-07-04,5,Avranches to Rouen,301.0 km (187.0 mi),Plain stage,Gerrit Solleveld (NED)
1990,1990-07-06,6,Sarrebourg to Vittel,202.5 km (125.8 mi),Plain stage,Jelle Nijdam (NED)
1990,1990-07-07,7,Vittel to Épinal,61.5 km (38.2 mi),Individual time trial,Raúl Alcalá (MEX)
1990,1990-07-08,8,Épinal to Besançon,181.5 km (112.8 mi),Plain stage,Olaf Ludwig (GDR)
1990,1990-07-09,9,Besançon to Geneva (Switzerland),196.0 km (121.8 mi),Hilly stage,Massimo Ghirotto (ITA)
1990,1990-07-10,10,Geneva (Switzerland) to Saint-Gervais,118.5 km (73.6 mi),Stage with mountain(s),Thierry Claveyrolat (FRA)
1990,1990-07-11,11,Saint-Gervais to Alpe d'Huez,182.5 km (113.4 mi),Stage with mountain(s),Gianni Bugno (ITA)
1990,1990-07-12,12,Fontaine to Villard-de-Lans,33.5 km (20.8 mi),Mountain time trial,Erik Breukink (NED)
1990,1990-07-14,13,Villard-de-Lans to Saint-Étienne,149.0 km (92.6 mi),Hilly stage,Eduardo Chozas (ESP)
1990,1990-07-15,14,Le Puy-en-Velay to Millau,205.0 km (127.4 mi),Hilly stage,Marino Lejarreta (ESP)
1990,1990-07-16,15,Millau to Revel,170.0 km (105.6 mi),Plain stage,Charly Mottet (FRA)
1990,1990-07-17,16,Blagnac to Luz Ardiden,215.0 km (133.6 mi),Stage with mountain(s),Miguel Induráin (ESP)
1990,1990-07-18,17,Lourdes to Pau,150.0 km (93.2 mi),Stage with mountain(s),Dimitri Konychev (URS)
1990,1990-07-19,18,Pau to Bordeaux,202.0 km (125.5 mi),Plain stage,Gianni Bugno (ITA)
1990,1990-07-20,19,Castillon-la-Bataille to Limoges,182.5 km (113.4 mi),Plain stage,Guido Bontempi (ITA)
1990,1990-07-21,20,Lac de Vassivière to Lac de Vassivière,45.5 km (28.3 mi),Individual time trial,Erik Breukink (NED)
1990,1990-07-22,21,Brétigny-sur-Orge to Paris (Champs-Élysées),182.5 km (113.4 mi),Plain stage,Johan Museeuw (BEL)
1991,1991-07-06,P,Lyon,5.4 km (3.4 mi),Individual time trial,Thierry Marie (FRA)
1991,1991-07-07,1,Lyon to Lyon,114.5 km (71.1 mi),Plain stage,Djamolidine Abdoujaparov (URS)
1991,1991-07-07,2,Bron to Chassieu,36.5 km (22.7 mi),Team time trial,Ariostea
1991,1991-07-08,3,Villeurbanne to Dijon,210.5 km (130.8 mi),Plain stage,Etienne De Wilde (BEL)
1991,1991-07-09,4,Dijon to Reims,286.0 km (177.7 mi),Plain stage,Djamolidine Abdoujaparov (URS)
1991,1991-07-10,5,Reims to Valenciennes,149.5 km (92.9 mi),Plain stage,Jelle Nijdam (NED)
1991,1991-07-11,6,Arras to Le Havre,259.0 km (160.9 mi),Plain stage,Thierry Marie (FRA)
1991,1991-07-12,7,Le Havre to Argentan,167.0 km (103.8 mi),Plain stage,Jean-Paul van Poppel (NED)
1991,1991-07-13,8,Argentan to Alençon,73.0 km (45.4 mi),Individual time trial,Miguel Induráin (ESP)
1991,1991-07-14,9,Alençon to Rennes,161.0 km (100.0 mi),Plain stage,Mauro Ribeiro (BRA)
1991,1991-07-15,10,Rennes to Quimper,207.5 km (128.9 mi),Plain stage,Phil Anderson (AUS)
1991,1991-07-16,11,Quimper to Saint-Herblain,246.0 km (152.9 mi),Plain stage,Charly Mottet (FRA)
1991,1991-07-18,12,Pau to Jaca (Spain),192.0 km (119.3 mi),Stage with mountain(s),Charly Mottet (FRA)
1991,1991-07-19,13,Jaca (Spain) to Val-Louron,232.0 km (144.2 mi),Stage with mountain(s),Claudio Chiappucci (ITA)
1991,1991-07-20,14,St Gaudens to Castres,172.5 km (107.2 mi),Plain stage,Bruno Cenghialta (ITA)
1991,1991-07-21,15,Albi to Alès,235.0 km (146.0 mi),Hilly stage,Moreno Argentin (ITA)
1991,1991-07-22,16,Alès to Gap,215.0 km (133.6 mi),Plain stage,Marco Lietti (ITA)
